Date,Store Location,Product Category,Product Name,Quantity Sold,Unit Price (₦),Total Sales (₦),Payment Method,Salesperson
11/02/2025,Central Area,Beverages,Pepsi,4,1036.93,4147.72,Cash,Dami
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,-372.3,0,Transfer,Cynthia
11/02/2025,Garki,Beverages,Coca-Cola,-1,86.71,0,POS,Cynthia
11/02/2025,Wuse,Snacks,Cake,1000,404.2,404200,POS,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,5,1813.57,9067.85,POS,Fatima
11/02/2025,Central Area,Beverages,Pepsi,9,1312.67,11814.03,Transfer,Chinedu
11/02/2025,Maitama,Uncategorised,Unknown Product,5,1194.15,5970.75,POS,Alice
11/02/2025,Garki,Beverages,Water,-1,764.88,-500,,Chinedu
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1714.24,0,,Alice
11/02/2025,Utako,Uncategorised,Unknown Product,0,1702.02,0,Transfer,Bola
11/02/2025,Wuse,Household Items,Detergent,1000,322.25,322250,Transfer,Dami
11/02/2025,Wuse,Uncategorised,Unknown Product,15,400.86,6012.9,POS,Fatima
11/02/2025,Wuse,Uncategorised,Unknown Product,12,1190.19,14282.28,Cash,Emeka
11/02/2025,Garki,Household Items,Hand Sanitizer,20,1773.37,35467.4,POS,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,-1,-383.8,0,POS,Alice
11/02/2025,Garki,Uncategorised,Unknown Product,1000,1639.42,1639420,Cash,Cynthia
11/02/2025,Gwarinpa,Snacks,Plantain Chips,-1,1862.83,0,POS,Cynthia
11/02/2025,Wuse,Household Items,Hand Sanitizer,16,623.83,9981.28,Cash,Bola
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,3,900.25,2700.75,Transfer,Cynthia
11/02/2025,Maitama,Uncategorised,Unknown Product,0,1928.94,100000,Transfer,Fatima
11/02/2025,Gwarinpa,Snacks,Cake,0,1336.94,100000,POS,Cynthia
11/02/2025,Utako,Uncategorised,Unknown Product,13,742.67,9654.71,Cash,Unknown
11/02/2025,Central Area,Uncategorised,Unknown Product,-1,768.68,100000,Cash,Fatima
11/02/2025,Garki,Snacks,Meat Pie,10,995.79,9957.9,Cash,Dami
11/02/2025,Central Area,Household Items,Air Freshener,0,975.09,0,Transfer,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,0,454.33,100000,POS,Alice
11/02/2025,Gwarinpa,Snacks,Plantain Chips,-1,462.42,100000,Transfer,Fatima
11/02/2025,Wuse,Uncategorised,Unknown Product,10,810.49,8104.9,Transfer,Alice
11/02/2025,Wuse,Snacks,Plantain Chips,-1,450.59,0,,Alice
11/02/2025,Garki,Uncategorised,Unknown Product,0,1001.03,100000,,Bola
11/02/2025,Central Area,Beverages,Pepsi,1000,1448.42,1448420,Cash,Unknown
11/02/2025,Utako,Snacks,Plantain Chips,1000,1066.66,1066660,Cash,Bola
11/02/2025,Maitama,Beverages,Coca-Cola,0,1440.83,0,Transfer,Bola
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1814.94,0,,Unknown
11/02/2025,Utako,Beverages,Five Alive Juice,10,1355.01,13550.1,Cash,Emeka
11/02/2025,Central Area,Household Items,Detergent,-1,1340.15,100000,Cash,Unknown
11/02/2025,Garki,Household Items,Detergent,-1,1749.91,-500,POS,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,1,410.11,410.11,POS,Unknown
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,1000,505.16,505160,Cash,Unknown
11/02/2025,Central Area,Uncategorised,Unknown Product,10,-488.86,-500,Transfer,Unknown
11/02/2025,Wuse,Uncategorised,Unknown Product,0,1803.87,0,Transfer,Chinedu
11/02/2025,Central Area,Snacks,Biscuits,13,960.78,12490.14,Cash,Cynthia
11/02/2025,Gwarinpa,Snacks,Biscuits,-1,1210.1,0,,Unknown
11/02/2025,Central Area,Beverages,Fanta,2,937.92,1875.84,POS,Alice
11/02/2025,Maitama,Beverages,Water,-1,235.57,100000,,Emeka
11/02/2025,Central Area,Snacks,Biscuits,1000,-66.79,-500,POS,Fatima
11/02/2025,Utako,Household Items,Detergent,1000,1496.5,1496500,,Emeka
11/02/2025,Gwarinpa,Household Items,Toilet Roll,12,-95.48,-500,POS,Bola
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,254.21,0,Cash,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,-1,49.9,100000,POS,Cynthia
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,1639.84,1639840,Cash,Unknown
11/02/2025,Maitama,Snacks,Chin Chin,-1,543.52,100000,Cash,Cynthia
11/02/2025,Maitama,Uncategorised,Unknown Product,-1,551.86,-500,POS,Emeka
11/02/2025,Gwarinpa,Beverages,Pepsi,1000,1072.17,1072170,Cash,Chinedu
11/02/2025,Maitama,Beverages,Pepsi,15,961.44,14421.6,Transfer,Fatima
11/02/2025,Wuse,Household Items,Air Freshener,-1,55.59,0,Cash,Emeka
11/02/2025,Maitama,Household Items,Dish Soap,0,1287.35,100000,Transfer,Cynthia
11/02/2025,Central Area,Snacks,Biscuits,1000,193.84,193840,Transfer,Alice
11/02/2025,Wuse,Beverages,Five Alive Juice,1000,1803.79,1803790,Cash,Alice
11/02/2025,Wuse,Beverages,Pepsi,1000,-81.43,-500,,Bola
11/02/2025,Wuse,Snacks,Cake,1,371.56,371.56,POS,Cynthia
11/02/2025,Maitama,Uncategorised,Unknown Product,-1,1418.72,100000,,Fatima
11/02/2025,Wuse,Snacks,Chin Chin,0,1411.65,-500,Cash,Chinedu
11/02/2025,Central Area,Household Items,Air Freshener,8,1566.7,12533.6,POS,Dami
11/02/2025,Wuse,Household Items,Air Freshener,-1,1296.44,0,Transfer,Unknown
11/02/2025,Gwarinpa,Household Items,Air Freshener,1000,1636.11,1636110,POS,Dami
11/02/2025,Garki,Snacks,Meat Pie,1000,1752.63,1752630,Cash,Unknown
11/02/2025,Central Area,Household Items,Toilet Roll,1000,679.48,679480,Transfer,Unknown
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,-388.42,-500,POS,Unknown
11/02/2025,Central Area,Snacks,Meat Pie,-1,306.4,-500,POS,Bola
11/02/2025,Central Area,Snacks,Chin Chin,1000,897.87,897870,,Unknown
11/02/2025,Maitama,Household Items,Toilet Roll,17,-386.79,100000,Cash,Unknown
11/02/2025,Central Area,Beverages,Five Alive Juice,9,1294.9,11654.1,POS,Emeka
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,62.65,62650,POS,Alice
11/02/2025,Maitama,Household Items,Air Freshener,1000,-133.13,0,POS,Fatima
11/02/2025,Gwarinpa,Household Items,Air Freshener,15,232.69,3490.35,Cash,Alice
11/02/2025,Wuse,Beverages,Coca-Cola,-1,-186.49,0,Cash,Fatima
11/02/2025,Central Area,Snacks,Cake,1000,-417.27,100000,Cash,Fatima
11/02/2025,Central Area,Snacks,Meat Pie,-1,1585.37,100000,,Fatima
11/02/2025,Wuse,Snacks,Meat Pie,14,-378.68,100000,,Alice
11/02/2025,Utako,Household Items,Detergent,-1,802.91,-500,POS,Alice
11/02/2025,Wuse,Snacks,Chin Chin,-1,1180,100000,Cash,Cynthia
11/02/2025,Garki,Beverages,Fanta,0,214.47,-500,POS,Alice
11/02/2025,Utako,Uncategorised,Unknown Product,18,711.81,12812.58,POS,Emeka
11/02/2025,Wuse,Uncategorised,Unknown Product,-1,749.01,-500,Transfer,Unknown
11/02/2025,Utako,Snacks,Plantain Chips,9,-285.24,-500,Transfer,Cynthia
11/02/2025,Gwarinpa,Beverages,Coca-Cola,16,-107.56,0,,Bola
11/02/2025,Gwarinpa,Beverages,Fanta,0,-118.96,-500,,Bola
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,1021.14,1021140,Transfer,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,-277.67,-500,,Fatima
11/02/2025,Wuse,Uncategorised,Unknown Product,-1,1118.66,-500,Cash,Emeka
11/02/2025,Maitama,Uncategorised,Unknown Product,0,-47.01,100000,Cash,Fatima
11/02/2025,Central Area,Household Items,Detergent,1000,1884.51,1884510,Transfer,Unknown
11/02/2025,Gwarinpa,Beverages,Water,1,-272.95,0,,Alice
11/02/2025,Central Area,Uncategorised,Unknown Product,17,1747.81,29712.77,POS,Bola
11/02/2025,Gwarinpa,Household Items,Dish Soap,1000,-240.85,100000,,Alice
11/02/2025,Maitama,Beverages,Five Alive Juice,20,1198.25,23965,Transfer,Fatima
11/02/2025,Gwarinpa,Snacks,Biscuits,7,-182.9,0,Transfer,Dami
11/02/2025,Central Area,Uncategorised,Unknown Product,0,-19.79,-500,POS,Chinedu
11/02/2025,Gwarinpa,Beverages,Fanta,14,-285.59,-500,,Fatima
11/02/2025,Gwarinpa,Household Items,Air Freshener,1000,-258.56,0,,Bola
11/02/2025,Garki,Household Items,Air Freshener,1000,249.76,249760,Transfer,Alice
11/02/2025,Maitama,Household Items,Toilet Roll,0,-222.23,100000,POS,Dami
11/02/2025,Wuse,Uncategorised,Unknown Product,7,323.2,2262.4,Transfer,Emeka
11/02/2025,Garki,Uncategorised,Unknown Product,0,67.33,-500,POS,Emeka
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1969.23,-500,,Dami
11/02/2025,Utako,Household Items,Detergent,-1,1932.4,0,Cash,Bola
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1168.15,0,Cash,Cynthia
11/02/2025,Wuse,Snacks,Biscuits,1000,282.73,282730,POS,Bola
11/02/2025,Maitama,Uncategorised,Unknown Product,0,-127.67,-500,POS,Alice
11/02/2025,Garki,Household Items,Hand Sanitizer,0,1228.25,100000,,Emeka
11/02/2025,Utako,Beverages,Five Alive Juice,-1,-377.82,0,Transfer,Alice
11/02/2025,Gwarinpa,Snacks,Chin Chin,1000,-323.5,-500,POS,Fatima
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1668.84,1668840,Transfer,Alice
11/02/2025,Central Area,Snacks,Plantain Chips,8,-18.68,-500,,Bola
11/02/2025,Central Area,Beverages,Pepsi,1000,-90.11,100000,Cash,Unknown
11/02/2025,Gwarinpa,Household Items,Air Freshener,1000,94.91,94910,POS,Bola
11/02/2025,Central Area,Household Items,Toilet Roll,20,1117.07,22341.4,,Emeka
11/02/2025,Utako,Beverages,Water,1000,610.9,610900,POS,Alice
11/02/2025,Gwarinpa,Beverages,Water,1000,1685.86,1685860,,Alice
11/02/2025,Central Area,Beverages,Five Alive Juice,-1,1054.33,0,Transfer,Dami
11/02/2025,Wuse,Beverages,Fanta,1000,322.88,322880,Cash,Fatima
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,1057.34,1057340,Transfer,Bola
11/02/2025,Wuse,Uncategorised,Unknown Product,2,1254.14,2508.28,Transfer,Cynthia
11/02/2025,Gwarinpa,Household Items,Dish Soap,1000,540.88,540880,Cash,Unknown
11/02/2025,Central Area,Snacks,Biscuits,18,70.73,1273.14,POS,Emeka
11/02/2025,Wuse,Beverages,Fanta,6,-39.8,-500,,Cynthia
11/02/2025,Wuse,Uncategorised,Unknown Product,8,1039.04,8312.32,,Bola
11/02/2025,Utako,Beverages,Coca-Cola,0,1582.74,-500,,Bola
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,1000,477.27,477270,Cash,Dami
11/02/2025,Central Area,Uncategorised,Unknown Product,-1,1024.55,0,Cash,Unknown
11/02/2025,Maitama,Uncategorised,Unknown Product,1000,-162.14,100000,POS,Fatima
11/02/2025,Central Area,Uncategorised,Unknown Product,-1,360.68,100000,,Bola
11/02/2025,Utako,Beverages,Fanta,1000,39.93,39930,Cash,Fatima
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,2,1907.84,3815.68,POS,Emeka
11/02/2025,Gwarinpa,Household Items,Detergent,-1,1830.38,-500,POS,Dami
11/02/2025,Maitama,Household Items,Hand Sanitizer,0,803.43,-500,Transfer,Fatima
11/02/2025,Central Area,Household Items,Detergent,-1,1613.5,100000,Transfer,Bola
11/02/2025,Central Area,Household Items,Detergent,-1,1460.61,-500,Transfer,Emeka
11/02/2025,Wuse,Beverages,Water,0,1836.32,0,,Cynthia
11/02/2025,Central Area,Uncategorised,Unknown Product,-1,-348.66,100000,Cash,Emeka
11/02/2025,Gwarinpa,Beverages,Fanta,1000,268.71,268710,,Alice
11/02/2025,Central Area,Beverages,Fanta,1000,1478.57,1478570,Cash,Unknown
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1384.37,100000,Transfer,Unknown
11/02/2025,Garki,Household Items,Air Freshener,19,957.72,18196.68,,Unknown
11/02/2025,Central Area,Beverages,Five Alive Juice,0,1152.75,-500,,Alice
11/02/2025,Maitama,Beverages,Five Alive Juice,1000,1089.5,1089500,Transfer,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,-1,972.34,100000,Transfer,Emeka
11/02/2025,Central Area,Uncategorised,Unknown Product,-1,1650.74,-500,Transfer,Chinedu
11/02/2025,Wuse,Uncategorised,Unknown Product,14,-315.36,100000,Cash,Chinedu
11/02/2025,Central Area,Snacks,Chin Chin,-1,1984.6,100000,Transfer,Fatima
11/02/2025,Central Area,Uncategorised,Unknown Product,0,102.39,-500,Cash,Unknown
11/02/2025,Garki,Beverages,Water,-1,1533.52,-500,,Dami
11/02/2025,Gwarinpa,Beverages,Water,-1,420.03,100000,Cash,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,1000,651.65,651650,,Unknown
11/02/2025,Utako,Household Items,Air Freshener,0,860.97,-500,POS,Emeka
11/02/2025,Wuse,Household Items,Dish Soap,19,567.21,10776.99,POS,Fatima
11/02/2025,Gwarinpa,Household Items,Dish Soap,4,1799.69,7198.76,Transfer,Emeka
11/02/2025,Wuse,Household Items,Dish Soap,0,-382.36,0,,Bola
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,-1,217.53,100000,Cash,Alice
11/02/2025,Utako,Uncategorised,Unknown Product,-1,-9.32,0,Transfer,Cynthia
11/02/2025,Central Area,Snacks,Meat Pie,1000,1416.07,1416070,POS,Dami
11/02/2025,Central Area,Household Items,Toilet Roll,0,-444.55,-500,Transfer,Unknown
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,12,1794.65,21535.8,POS,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,9,372.15,3349.35,Cash,Emeka
11/02/2025,Wuse,Household Items,Air Freshener,1000,1086.05,1086050,POS,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1589.89,1589890,POS,Emeka
11/02/2025,Utako,Snacks,Biscuits,0,1240.11,0,,Bola
11/02/2025,Garki,Uncategorised,Unknown Product,-1,1180.83,100000,,Unknown
11/02/2025,Central Area,Beverages,Five Alive Juice,-1,-191.57,100000,,Emeka
11/02/2025,Central Area,Household Items,Detergent,1000,-160.45,0,Transfer,Chinedu
11/02/2025,Wuse,Uncategorised,Unknown Product,-1,833.46,100000,Transfer,Emeka
11/02/2025,Central Area,Uncategorised,Unknown Product,6,-375.7,-500,Transfer,Chinedu
11/02/2025,Utako,Uncategorised,Unknown Product,2,-242.89,0,Cash,Cynthia
11/02/2025,Central Area,Uncategorised,Unknown Product,20,-211.68,100000,Transfer,Bola
11/02/2025,Maitama,Snacks,Cake,12,-238.07,100000,Cash,Alice
11/02/2025,Wuse,Snacks,Biscuits,11,361.4,3975.4,Transfer,Alice
11/02/2025,Utako,Beverages,Pepsi,10,1950.1,19501,Transfer,Fatima
11/02/2025,Gwarinpa,Snacks,Cake,-1,1742.63,0,Cash,Chinedu
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,-1,463.32,100000,Cash,Unknown
11/02/2025,Wuse,Beverages,Five Alive Juice,-1,-147.86,0,,Dami
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,1000,306.71,306710,POS,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,16,596.64,9546.24,,Unknown
11/02/2025,Central Area,Uncategorised,Unknown Product,9,1481.83,13336.47,Transfer,Fatima
11/02/2025,Utako,Household Items,Dish Soap,11,1388.68,15275.48,,Cynthia
11/02/2025,Utako,Snacks,Biscuits,-1,-367.21,-500,POS,Cynthia
11/02/2025,Wuse,Snacks,Plantain Chips,1000,1282.35,1282350,POS,Alice
11/02/2025,Maitama,Snacks,Biscuits,-1,-361.04,100000,POS,Cynthia
11/02/2025,Wuse,Beverages,Pepsi,9,594.67,5352.03,,Bola
11/02/2025,Central Area,Beverages,Water,-1,148.34,-500,Transfer,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,827.67,827670,POS,Bola
11/02/2025,Central Area,Uncategorised,Unknown Product,0,1125.47,0,POS,Bola
11/02/2025,Garki,Uncategorised,Unknown Product,5,68.76,343.8,POS,Alice
11/02/2025,Gwarinpa,Beverages,Coca-Cola,-1,1273.27,-500,POS,Alice
11/02/2025,Central Area,Beverages,Water,15,-468.26,-500,Cash,Fatima
11/02/2025,Gwarinpa,Beverages,Pepsi,0,72.08,-500,,Alice
11/02/2025,Utako,Beverages,Pepsi,0,-267.82,-500,Cash,Fatima
11/02/2025,Central Area,Beverages,Fanta,0,875.23,100000,,Chinedu
11/02/2025,Central Area,Beverages,Fanta,-1,1637.03,100000,Transfer,Unknown
11/02/2025,Central Area,Uncategorised,Unknown Product,17,56.71,964.07,Cash,Unknown
11/02/2025,Maitama,Snacks,Meat Pie,0,324.48,-500,,Emeka
11/02/2025,Gwarinpa,Beverages,Water,1000,1364.58,1364580,Transfer,Unknown
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,1745,1745000,,Cynthia
11/02/2025,Garki,Beverages,Coca-Cola,3,1108.81,3326.43,Cash,Fatima
11/02/2025,Central Area,Uncategorised,Unknown Product,7,1929.45,13506.15,POS,Cynthia
11/02/2025,Wuse,Household Items,Air Freshener,19,1949.7,37044.3,,Dami
11/02/2025,Utako,Household Items,Air Freshener,-1,-250.61,-500,Transfer,Alice
11/02/2025,Wuse,Beverages,Five Alive Juice,0,565.05,0,POS,Alice
11/02/2025,Gwarinpa,Household Items,Toilet Roll,2,1684.04,3368.08,Cash,Emeka
11/02/2025,Maitama,Uncategorised,Unknown Product,0,1418.66,0,,Dami
11/02/2025,Central Area,Beverages,Pepsi,13,792.29,10299.77,POS,Unknown
11/02/2025,Gwarinpa,Beverages,Coca-Cola,11,820.08,9020.88,Cash,Emeka
11/02/2025,Central Area,Beverages,Fanta,0,676.53,0,Cash,Alice
11/02/2025,Garki,Uncategorised,Unknown Product,0,-487.5,100000,,Alice
11/02/2025,Wuse,Snacks,Plantain Chips,0,1816.65,-500,Transfer,Bola
11/02/2025,Central Area,Household Items,Toilet Roll,2,1437.4,2874.8,,Fatima
11/02/2025,Maitama,Uncategorised,Unknown Product,1000,1602.97,1602970,,Cynthia
11/02/2025,Central Area,Uncategorised,Unknown Product,0,460.54,100000,Transfer,Unknown
11/02/2025,Central Area,Snacks,Cake,0,1896.51,-500,Transfer,Emeka
11/02/2025,Central Area,Household Items,Detergent,0,1612.21,0,Transfer,Chinedu
11/02/2025,Central Area,Beverages,Pepsi,-1,-9.47,-500,Transfer,Alice
11/02/2025,Utako,Household Items,Detergent,0,1456.72,100000,POS,Chinedu
11/02/2025,Utako,Household Items,Toilet Roll,18,1074.03,19332.54,Cash,Fatima
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1847.61,0,Cash,Chinedu
11/02/2025,Maitama,Uncategorised,Unknown Product,-1,1684.18,0,POS,Unknown
11/02/2025,Maitama,Snacks,Chin Chin,-1,483.49,-500,POS,Unknown
11/02/2025,Garki,Household Items,Toilet Roll,-1,1814.05,100000,POS,Unknown
11/02/2025,Gwarinpa,Beverages,Five Alive Juice,-1,-283.3,-500,Transfer,Emeka
11/02/2025,Maitama,Snacks,Plantain Chips,1000,600.27,600270,POS,Alice
11/02/2025,Maitama,Beverages,Five Alive Juice,0,189,0,,Chinedu
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,3,766.43,2299.29,Transfer,Unknown
11/02/2025,Utako,Household Items,Toilet Roll,6,1918.77,11512.62,Cash,Cynthia
11/02/2025,Gwarinpa,Beverages,Pepsi,1000,-457.85,0,,Dami
11/02/2025,Central Area,Beverages,Fanta,0,1834.99,-500,Cash,Emeka
11/02/2025,Utako,Uncategorised,Unknown Product,0,917.14,100000,Cash,Dami
11/02/2025,Wuse,Beverages,Five Alive Juice,18,1985.09,35731.62,POS,Alice
11/02/2025,Central Area,Uncategorised,Unknown Product,0,1947.45,100000,,Unknown
11/02/2025,Central Area,Household Items,Dish Soap,9,722.65,6503.85,Cash,Cynthia
11/02/2025,Central Area,Household Items,Toilet Roll,0,1524.68,100000,,Emeka
11/02/2025,Utako,Uncategorised,Unknown Product,0,557.58,-500,,Dami
11/02/2025,Maitama,Uncategorised,Unknown Product,10,1999.35,19993.5,POS,Alice
11/02/2025,Gwarinpa,Snacks,Plantain Chips,-1,274.28,0,POS,Dami
11/02/2025,Garki,Uncategorised,Unknown Product,0,56.02,100000,Transfer,Dami
11/02/2025,Maitama,Uncategorised,Unknown Product,-1,1236.21,0,Transfer,Dami
11/02/2025,Maitama,Household Items,Toilet Roll,-1,306.88,0,Cash,Unknown
11/02/2025,Gwarinpa,Beverages,Coca-Cola,13,112.6,1463.8,Cash,Fatima
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,920.8,920800,Cash,Bola
11/02/2025,Central Area,Household Items,Detergent,7,1948.16,13637.12,Transfer,Unknown
11/02/2025,Central Area,Beverages,Pepsi,-1,1017.96,0,Transfer,Cynthia
11/02/2025,Wuse,Snacks,Meat Pie,-1,671.65,-500,POS,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,0,1519.81,-500,Cash,Cynthia
11/02/2025,Central Area,Uncategorised,Unknown Product,0,1575.44,-500,Transfer,Emeka
11/02/2025,Central Area,Snacks,Cake,-1,504.04,100000,POS,Dami
11/02/2025,Wuse,Uncategorised,Unknown Product,11,982.08,10802.88,,Emeka
11/02/2025,Gwarinpa,Household Items,Dish Soap,1000,107.39,107390,POS,Cynthia
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1808.33,100000,Cash,Emeka
11/02/2025,Central Area,Household Items,Hand Sanitizer,1000,1839.34,1839340,,Cynthia
11/02/2025,Utako,Uncategorised,Unknown Product,-1,1073.16,100000,Cash,Unknown
11/02/2025,Wuse,Beverages,Coca-Cola,2,-330.14,0,Cash,Cynthia
11/02/2025,Wuse,Beverages,Five Alive Juice,13,1.86,24.18,Transfer,Unknown
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,454.21,454210,POS,Unknown
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,1286.48,1286480,,Unknown
11/02/2025,Central Area,Beverages,Fanta,1000,857.28,857280,Transfer,Chinedu
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,-1,475.95,0,POS,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,0,11.03,-500,POS,Dami
11/02/2025,Maitama,Snacks,Cake,0,1689.63,0,,Alice
11/02/2025,Gwarinpa,Household Items,Detergent,-1,1099.35,0,Cash,Chinedu
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,10,1464.43,14644.3,Cash,Alice
11/02/2025,Central Area,Beverages,Pepsi,-1,140.6,0,Cash,Emeka
11/02/2025,Central Area,Beverages,Pepsi,18,-449.87,0,POS,Alice
11/02/2025,Central Area,Uncategorised,Unknown Product,11,1606.12,17667.32,POS,Alice
11/02/2025,Central Area,Beverages,Pepsi,0,1938.57,0,POS,Unknown
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,10,-102.82,100000,POS,Emeka
11/02/2025,Gwarinpa,Snacks,Plantain Chips,-1,580.18,-500,,Chinedu
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,2,25.74,51.48,Cash,Unknown
11/02/2025,Central Area,Uncategorised,Unknown Product,0,1040.96,100000,Transfer,Alice
11/02/2025,Central Area,Uncategorised,Unknown Product,0,459.79,0,Cash,Chinedu
11/02/2025,Maitama,Snacks,Chin Chin,15,1715.49,25732.35,Transfer,Emeka
11/02/2025,Wuse,Uncategorised,Unknown Product,0,1813.59,100000,Cash,Cynthia
11/02/2025,Wuse,Beverages,Pepsi,0,1844.35,100000,Cash,Unknown
11/02/2025,Utako,Beverages,Coca-Cola,15,-54.6,0,Cash,Unknown
11/02/2025,Central Area,Uncategorised,Unknown Product,1000,498.56,498560,POS,Cynthia
11/02/2025,Central Area,Beverages,Five Alive Juice,12,-134.69,0,Cash,Dami
11/02/2025,Garki,Uncategorised,Unknown Product,-1,1807.45,0,Transfer,Unknown
11/02/2025,Utako,Uncategorised,Unknown Product,0,-374.28,-500,Cash,Emeka
11/02/2025,Central Area,Uncategorised,Unknown Product,10,1131.58,11315.8,Transfer,Emeka
11/02/2025,Gwarinpa,Snacks,Cake,11,-133.89,100000,Cash,Dami
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1333.23,100000,Transfer,Unknown
11/02/2025,Wuse,Household Items,Dish Soap,15,994.45,14916.75,Transfer,Bola
11/02/2025,Wuse,Uncategorised,Unknown Product,1000,107.36,107360,Transfer,Emeka
11/02/2025,Maitama,Snacks,Biscuits,0,-437.56,0,Cash,Fatima
11/02/2025,Gwarinpa,Household Items,Dish Soap,-1,810.17,0,,Emeka
11/02/2025,Utako,Uncategorised,Unknown Product,1000,1776.08,1776080,POS,Bola
11/02/2025,Central Area,Beverages,Fanta,1000,427.23,427230,Cash,Cynthia
11/02/2025,Wuse,Snacks,Chin Chin,1000,270.57,270570,POS,Dami
11/02/2025,Maitama,Household Items,Toilet Roll,5,1321.49,6607.45,Transfer,Unknown
11/02/2025,Wuse,Uncategorised,Unknown Product,15,1137.39,17060.85,Transfer,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,0,1619.17,100000,Transfer,Emeka
11/02/2025,Maitama,Snacks,Plantain Chips,-1,316.9,0,Cash,Fatima
11/02/2025,Wuse,Beverages,Five Alive Juice,-1,1456.31,0,POS,Emeka
11/02/2025,Wuse,Household Items,Detergent,0,1701.2,0,POS,Chinedu
11/02/2025,Utako,Beverages,Pepsi,12,1156.95,13883.4,,Fatima
11/02/2025,Gwarinpa,Household Items,Dish Soap,0,1198.77,0,Cash,Unknown
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,17,1209.51,20561.67,Transfer,Dami
11/02/2025,Central Area,Household Items,Dish Soap,18,-319.86,-500,,Chinedu
11/02/2025,Maitama,Snacks,Cake,0,1773.23,-500,Transfer,Alice
11/02/2025,Wuse,Uncategorised,Unknown Product,-1,937.23,0,POS,Alice
11/02/2025,Wuse,Snacks,Biscuits,-1,562.28,100000,,Emeka
11/02/2025,Gwarinpa,Snacks,Biscuits,0,880.23,100000,,Unknown
11/02/2025,Maitama,Uncategorised,Unknown Product,1000,806.09,806090,Cash,Unknown
11/02/2025,Maitama,Uncategorised,Unknown Product,7,342.04,2394.28,Cash,Alice
11/02/2025,Gwarinpa,Uncategorised,Unknown Product,17,1604.89,27283.13,POS,Alice
11/02/2025,Gwarinpa,Household Items,Dish Soap,-1,280.76,0,,Alice
11/02/2025,Central Area,Uncategorised,Unknown Product,1000,724.47,724470,Transfer,Alice
11/02/2025,Gwarinpa,Beverages,Fanta,-1,233.58,-500,Cash,Bola
12/02/2025,Utako,Uncategorised,Unknown Product,-1,1369.2,100000,Cash,Alice
12/02/2025,Wuse,Uncategorised,Unknown Product,2,457.39,914.78,,Unknown
12/02/2025,Wuse,Household Items,Toilet Roll,0,975.85,-500,Transfer,Chinedu
12/02/2025,Maitama,Beverages,Pepsi,1000,1423.05,1423050,Cash,Dami
12/02/2025,Gwarinpa,Snacks,Cake,6,407.04,2442.24,POS,Fatima
